Departamento,Municipio,Localidad,Recinto,CantidadMesas,TotalInscritos,AP,ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,MORENA,UNIDAD,PDC,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal,latitu,longitud,Cincun,Descripcion_RuralUrbano,ValorMax,ColumnaMax,Dominio_Abs,VotosNulos_Ajus
Chuquisaca,Azurduy,Azurduy,Unidad Educativa Nicanor Lopez,16,3816,186,50,139,520,111,312,0,138,707,2163,496,541,4,545,3204,2163,3204,-20.1051693,-64.41361237,4,Urbano,707,PDC,Ninguno > 50%,523
Chuquisaca,Azurduy,Torrecillas,Escuela Torrecillas,2,312,12,1,7,26,6,45,0,7,42,146,54,41,1,42,242,146,242,-19.96693039,-64.39716339,4,Rural,45,MAS_IPSP,Ninguno > 50%,40
Chuquisaca,Azurduy,Huancarani,Escuela Huancarani,2,232,7,2,5,0,1,7,0,0,16,38,42,104,2,106,186,38,186,-20.23410988,-64.47901154,4,Rural,104,VotoNuloDirecto,Ninguno > 50%,102
Chuquisaca,Azurduy,Pinos,Escuela Pinos,4,594,26,4,7,3,3,11,0,0,9,63,66,355,0,355,484,63,484,-20.34589005,-64.45397186,4,Rural,355,VotoNuloDirecto,Ninguno > 50%,341
Chuquisaca,Azurduy,Rodeo Chico,Escuela  Rodeo Chico,4,918,33,6,9,10,27,13,0,10,43,151,121,462,4,466,738,151,738,-20.25530052,-64.54441833,4,Rural,462,VotoNuloDirecto,Ninguno > 50%,447
Chuquisaca,Azurduy,Tablani,Escuela Tablani,4,600,17,6,7,16,5,15,0,1,21,88,85,333,0,333,506,88,506,-20.06023979,-64.56427765,4,Rural,333,VotoNuloDirecto,Ninguno > 50%,320
Chuquisaca,Azurduy,Santa Rosa,Unidad Educativa Santa Rosa,2,382,15,9,16,6,10,63,0,18,62,199,85,36,2,38,322,199,322,-19.88199043,-64.40013123,4,Rural,63,MAS_IPSP,Ninguno > 50%,36
Chuquisaca,Azurduy,Duraznal,Escuela Duraznal,4,524,25,4,6,11,8,10,0,2,10,76,71,289,0,289,436,76,436,-20.41270065,-64.42478943,4,Rural,289,VotoNuloDirecto,Ninguno > 50%,277
Chuquisaca,Azurduy,San Roque,Unidad Educativa San Roque,2,368,10,3,6,5,11,30,0,4,18,87,59,172,2,174,320,87,320,-20.13549042,-64.51525879,4,Rural,172,VotoNuloDirecto,Ninguno > 50%,167
Chuquisaca,Azurduy,Collpamayu,U.E. Collpamayu,4,970,19,8,10,2,10,22,0,3,60,134,162,478,2,480,776,134,776,-20.08842087,-64.51799774,4,Rural,478,VotoNuloDirecto,Ninguno > 50%,461
Chuquisaca,Camargo,Camargo,Colegio Bolivia,22,5054,338,64,485,631,17,149,0,934,703,3321,521,519,1,520,4362,3321,4362,-20.63960075,-65.20851898,5,Urbano,934,UNIDAD,Ninguno > 50%,499
Chuquisaca,Camargo,Camargo,Colegio Nacional Mixto 3 De Abril,26,5974,424,56,601,686,36,135,0,975,960,3873,638,689,2,691,5202,3873,5202,-20.64258957,-65.21045685,5,Urbano,975,UNIDAD,Ninguno > 50%,663
Chuquisaca,Camargo,Camargo,(Cárcel) Carceleta Pública de Camargo,2,202,22,4,11,2,0,5,0,11,74,129,30,31,0,31,190,129,190,-20.64096069,-65.20865631,5,Urbano,74,PDC,PDC > 50%,30
Chuquisaca,Camargo,Tacaquira,Unidad Educativa Tacaquira,4,688,112,11,17,26,6,19,0,48,89,328,123,147,2,149,600,328,600,-20.54018021,-65.14967346,5,Rural,147,VotoNuloDirecto,Ninguno > 50%,143
Chuquisaca,Camargo,Muyuquiri,Unidad Educativa Muyuquiri,6,1188,192,18,37,22,21,28,0,44,142,504,179,323,0,323,1006,504,1006,-20.49725914,-65.14723206,5,Rural,323,VotoNuloDirecto,Ninguno > 50%,310
Chuquisaca,Camargo,Suquistaca,Unidad Educativa Suquistaca,2,510,39,5,6,16,8,15,0,14,48,151,98,191,0,191,440,151,440,-20.38404083,-65.09562683,5,Rural,191,VotoNuloDirecto,Ninguno > 50%,183
Chuquisaca,Camargo,Río Chico,U.E. El Porvenir,2,404,21,2,64,44,1,8,0,32,62,234,51,73,0,73,358,234,358,-20.69514084,-65.22445679,5,Rural,73,VotoNuloDirecto,Ninguno > 50%,70
Chuquisaca,Camargo,Palca Grande,Unidad Educativa Palca Grande,2,392,18,8,30,50,3,10,0,79,51,249,58,27,0,27,334,249,334,-20.74559975,-65.23848724,5,Rural,79,UNIDAD,Ninguno > 50%,26
Chuquisaca,Camargo,Higuera Huayco,Unidad Educativa Higuera Huayco,2,512,37,6,10,46,8,21,0,61,82,271,83,58,0,58,412,271,412,-20.79874039,-65.22170258,5,Rural,82,PDC,Ninguno > 50%,56
Chuquisaca,Camargo,Yurac Caballo,Escuela Yurac Caballo,2,414,77,10,10,23,2,16,0,23,38,199,64,97,0,97,360,199,360,-20.74503899,-65.1319809,5,Rural,97,VotoNuloDirecto,Ninguno > 50%,93
Chuquisaca,Camargo,Lintaca,Unidad Educativa Lintaca,2,88,10,2,6,14,0,0,0,11,8,51,13,2,0,2,66,51,66,-20.70260048,-65.35549927,5,Rural,14,LIBRE,Ninguno > 50%,2
Chuquisaca,Camargo,La Quemada,Escuela La Quemada,2,238,16,2,19,19,2,17,0,38,10,123,53,32,0,32,208,123,208,-20.7514801,-65.29808044,5,Rural,38,UNIDAD,Ninguno > 50%,31
Chuquisaca,Camargo,Carpachacra,Unidad Educativa Carpachacra,2,274,26,8,39,8,6,6,0,17,20,130,65,59,0,59,254,130,254,-20.64245033,-65.34410095,5,Rural,59,VotoNuloDirecto,Ninguno > 50%,57
Chuquisaca,Camargo,El Churo,Escuela El Churo,2,148,6,8,7,3,0,6,0,13,13,56,23,33,0,33,112,56,112,-20.63204002,-65.13124084,5,Rural,33,VotoNuloDirecto,Ninguno > 50%,32
Chuquisaca,Camargo,Huaca Cancha,Unidad Educativa Huaca Cancha,2,298,19,3,8,7,2,17,0,3,9,68,47,131,0,131,246,68,246,-20.47788048,-64.95025635,5,Rural,131,VotoNuloDirecto,Ninguno > 50%,126
Chuquisaca,Camargo,Cueva Pampa,Unidad Educativa Cueva Pampa,2,478,38,4,13,9,8,9,0,6,42,129,78,152,1,153,360,129,360,-20.45595932,-65.04715729,5,Rural,152,VotoNuloDirecto,Ninguno > 50%,147
Chuquisaca,Camargo,Jatun Quinray,Unidad Educativa Jatun Quinray,2,258,12,5,2,6,2,1,0,2,14,44,36,142,0,142,222,44,222,-20.58258057,-64.99163818,5,Rural,142,VotoNuloDirecto,Ninguno > 50%,136
Chuquisaca,Camargo,Quirucillani,Unidad Educativa Quirucillani,2,172,13,8,5,12,2,6,0,0,5,51,25,46,2,48,124,51,124,-20.43549919,-64.87470245,5,Rural,46,VotoNuloDirecto,Ninguno > 50%,46
Chuquisaca,Monteagudo,Monteagudo,Escuela Bernardo Monteagudo,24,5626,159,48,312,1144,46,147,0,577,1200,3633,599,507,1,508,4740,3633,4740,-19.80051994,-63.9541893,4,Urbano,1200,PDC,Ninguno > 50%,488
Chuquisaca,Monteagudo,Monteagudo,(Cárcel) Carceleta Pública de Monteagudo,2,280,62,4,10,53,1,5,0,8,29,172,44,44,0,44,260,172,260,-19.80285072,-63.95446014,4,Urbano,62,AP,Ninguno > 50%,42
Chuquisaca,Monteagudo,Monteagudo,U.E. Lucio Siles Morales,14,3388,111,33,188,647,26,103,0,398,763,2269,352,284,11,295,2916,2269,2916,-19.79634094,-63.95526123,4,Urbano,763,PDC,Ninguno > 50%,283
Chuquisaca,Monteagudo,Monteagudo,CEA Jorge Vargas Menduiña,10,2004,57,13,118,354,13,55,0,202,493,1305,244,174,1,175,1724,1305,1724,-19.80116844,-63.95266724,4,Urbano,493,PDC,Ninguno > 50%,168
Chuquisaca,Monteagudo,Bartolo,Nucleo Escolar Bartolo,2,172,10,1,5,8,2,4,0,7,78,115,28,17,0,17,160,115,160,-19.66221046,-64.03930664,4,Rural,78,PDC,PDC > 50%,16
Chuquisaca,Monteagudo,Comunidad Heredia,Escuela Pampa Heredia,2,328,9,11,10,21,8,8,0,15,74,156,52,54,0,54,262,156,262,-19.8031292,-64.06041718,4,Rural,74,PDC,Ninguno > 50%,52
Chuquisaca,Monteagudo,Piraimiri,U. Edu. Juana Azurduy De Padilla,4,960,39,12,33,119,12,28,0,126,134,503,176,137,0,137,816,503,816,-20.01844025,-63.9842186,4,Rural,137,VotoNuloDirecto,Ninguno > 50%,132
Chuquisaca,Monteagudo,Candua,Unidad Educativa Rebeca De La Vega,18,4220,168,22,170,444,42,87,0,321,1223,2477,558,569,0,569,3604,2477,3604,-19.80816078,-63.98316956,4,Urbano,1223,PDC,Ninguno > 50%,546
Chuquisaca,Monteagudo,Candua,U.E. Gladys Cruz Perez,6,1152,30,8,40,165,9,35,0,86,361,734,134,154,0,154,1022,734,1022,-19.80890083,-63.97917175,4,Urbano,361,PDC,Ninguno > 50%,148
Chuquisaca,Monteagudo,Pedernal,Escuela Pedernal,2,518,75,6,39,24,7,19,0,43,76,289,87,72,0,72,448,289,448,-19.74328995,-64.10968781,4,Rural,76,PDC,Ninguno > 50%,69
Chuquisaca,Monteagudo,San Juan del Pirai,Escuela 6 de Junio,4,860,30,9,20,189,15,32,0,64,133,492,128,108,0,108,728,492,728,-20.33546066,-64.12255859,4,Rural,189,LIBRE,Ninguno > 50%,104
Chuquisaca,Monteagudo,Fernandez,Escuela Fernandez,2,504,32,9,29,47,15,19,0,15,94,260,64,84,0,84,408,260,408,-20.16381073,-64.23512268,4,Rural,94,PDC,Ninguno > 50%,81
Chuquisaca,Monteagudo,Chapimayu,Escuela Chapimayu,4,638,33,9,51,34,9,21,0,25,118,300,116,114,0,114,530,300,530,-19.87781906,-64.14797974,4,Rural,118,PDC,Ninguno > 50%,109
Chuquisaca,Monteagudo,Despensas,Escuela Despensas,2,386,21,11,18,29,9,16,0,26,38,168,74,70,0,70,312,168,312,-20.11010933,-64.09213257,4,Rural,70,VotoNuloDirecto,Ninguno > 50%,67
Chuquisaca,Monteagudo,Yanayana,Escuela Yana Yana,2,122,4,7,7,8,1,2,0,9,11,49,13,32,0,32,94,49,94,-20.22340012,-64.17868042,4,Rural,32,VotoNuloDirecto,Ninguno > 50%,31
Chuquisaca,Monteagudo,San Miguel,U. Edu. San Miguel Del Bañado,6,1056,53,5,63,85,20,25,0,129,196,576,217,117,0,117,910,576,910,-20.07889938,-63.8866806,4,Rural,196,PDC,Ninguno > 50%,112
Chuquisaca,Monteagudo,Zapallar,Escuela El Zapallar,4,528,14,5,24,50,3,19,0,38,128,281,92,74,5,79,452,281,452,-19.8089695,-63.93938065,4,Rural,128,PDC,Ninguno > 50%,76
Chuquisaca,Monteagudo,San Lorenzo,Escuela San Lorenzo,2,296,15,5,15,20,32,22,0,32,46,187,33,34,0,34,254,187,254,-19.94510078,-64.20168304,4,Rural,46,PDC,Ninguno > 50%,33
Chuquisaca,Monteagudo,San Pedro del Parapetí,U. Edu. San Pedro Del Parapeti,2,142,3,2,23,9,0,1,0,27,9,74,27,15,0,15,116,74,116,-20.1644001,-63.88153076,4,Rural,27,UNIDAD,Ninguno > 50%,14
Chuquisaca,Monteagudo,Valle Nuevo,Unidad Educativa Valle Nuevo,4,584,42,9,24,52,11,21,0,22,88,269,107,120,0,120,496,269,496,-19.9334507,-63.98767853,4,Rural,120,VotoNuloDirecto,Ninguno > 50%,115
Chuquisaca,Monteagudo,Roldana,Unidad Educativa Roldana,2,326,21,3,20,18,12,11,0,13,78,176,72,42,0,42,290,176,290,-19.8037796,-64.121521,4,Rural,78,PDC,Ninguno > 50%,40
Chuquisaca,Monteagudo,Los Arcos,Unidad Educativa Los Arcos,2,266,34,2,6,7,7,3,0,13,58,130,25,53,0,53,208,130,208,-20.31574059,-64.22618866,4,Rural,58,PDC,Ninguno > 50%,51
Chuquisaca,Monteagudo,Ingavi,Unidad Educativa Ingavi,2,330,16,5,13,37,10,18,0,19,46,164,68,54,0,54,286,164,286,-20.21880913,-64.0855484,4,Rural,54,VotoNuloDirecto,Ninguno > 50%,52
Chuquisaca,Monteagudo,Ñaurenda,U.E. Ñaurenda,2,166,13,2,10,15,8,8,0,12,5,73,35,21,3,24,132,73,132,-20.35005379,-63.85586548,4,Rural,21,VotoNuloDirecto,Ninguno > 50%,23
Chuquisaca,Padilla,Padilla,Colegio San Pio X,20,4592,329,32,454,515,19,124,0,326,973,2772,502,682,4,686,3960,2772,3960,-19.30633926,-64.30120087,4,Urbano,973,PDC,Ninguno > 50%,659
Chuquisaca,Padilla,Padilla,(Cárcel) Carceleta Pública de Padilla,2,140,7,0,3,9,0,10,0,10,14,53,10,65,0,65,128,53,128,-19.30788994,-64.30158997,4,Urbano,65,VotoNuloDirecto,Ninguno > 50%,62
Chuquisaca,Padilla,Padilla,U.E. Deogracias Vega,18,4152,252,34,423,426,46,80,0,249,928,2438,499,676,1,677,3614,2438,3614,-19.3104763,-64.30506134,4,Urbano,928,PDC,Ninguno > 50%,650
Chuquisaca,Padilla,La Cienega,Unidad Educativa 2 de Abril La Cienega,2,508,74,10,53,8,7,7,0,10,48,217,118,105,0,105,440,217,440,-19.21986961,-64.29995728,4,Rural,105,VotoNuloDirecto,Ninguno > 50%,101
Chuquisaca,Padilla,El Rosal,Unidad Educativa Telemina Barja,2,458,32,6,13,16,9,9,0,19,116,220,64,99,1,100,384,220,384,-19.47253036,-64.18691254,4,Rural,116,PDC,PDC > 50%,96
Chuquisaca,Padilla,Tihumayu,Nucleo Escolar Humberto Delgadillo,4,834,47,5,23,51,7,15,0,56,243,447,105,178,2,180,732,447,732,-19.56501961,-64.10231781,4,Rural,243,PDC,PDC > 50%,173
Chuquisaca,Padilla,Tabacal,Nucleo Escolar Adrián Moya Tapia,4,540,38,5,43,11,6,11,0,19,112,245,92,100,1,101,438,245,438,-19.33245087,-64.14163208,4,Rural,112,PDC,Ninguno > 50%,97
Chuquisaca,Padilla,Lampacillos,U.E. Mariscal Sucre,2,174,17,5,12,8,5,14,0,9,28,98,24,22,0,22,144,98,144,-19.37816048,-64.21640015,4,Rural,28,PDC,Ninguno > 50%,21
Chuquisaca,Padilla,Thola Kasa,U.E. Franz Tamayo,2,138,3,1,7,0,3,6,0,2,21,43,20,41,0,41,104,43,104,-19.50274086,-64.23600769,4,Rural,41,VotoNuloDirecto,Ninguno > 50%,39
Chuquisaca,Padilla,Llantoj,U.E. Caciano Rodas Cardenas,2,228,14,3,7,3,5,4,0,5,35,76,34,85,1,86,196,76,196,-19.28992081,-64.02158356,4,Rural,85,VotoNuloDirecto,Ninguno > 50%,83
Chuquisaca,Padilla,Pili Pili Bajo,Unidad Educativa 29 de Marzo,2,128,8,0,32,11,0,7,0,1,13,72,30,20,0,20,122,72,122,-19.24916077,-64.21652222,4,Rural,32,APB_SUMATE,Ninguno > 50%,19
Chuquisaca,Padilla,Corey,Unidad Educativa Susana Duran,2,222,26,3,9,14,9,8,0,17,29,115,39,32,0,32,186,115,186,-19.42284966,-64.00617981,4,Rural,32,VotoNuloDirecto,Ninguno > 50%,31
Chuquisaca,Sucre,Arabate,Escuela Arabate,2,246,17,2,1,9,1,4,0,1,20,55,37,100,0,100,192,55,192,-19.07303047,-65.15129852,3,Rural,100,VotoNuloDirecto,Ninguno > 50%,96
Chuquisaca,Sucre,Chaunaca,Escuela Seccional De Chaunaca,4,546,74,8,7,23,12,7,0,7,59,197,61,196,0,196,454,197,454,-18.99047089,-65.43950653,3,Rural,196,VotoNuloDirecto,Ninguno > 50%,188
Chuquisaca,Sucre,Chuqui Chuqui,Unidad Educativa Chuqui Chuqui,6,1188,112,12,17,69,12,34,0,19,212,487,166,327,0,327,980,487,980,-18.82509041,-65.12023163,3,Rural,327,VotoNuloDirecto,Ninguno > 50%,314
Chuquisaca,Sucre,Surima,Escuela Fray Gabriel Maria Landini,8,1526,86,20,27,43,22,177,0,17,251,643,184,453,0,453,1280,643,1280,-18.77705956,-65.12973785,3,Rural,453,VotoNuloDirecto,Ninguno > 50%,435
Chuquisaca,Sucre,Imilla Huañusca,Escuela Fray Gabriel Mariscal,4,590,55,5,18,22,6,26,0,5,81,218,78,206,0,206,502,218,502,-18.64682961,-65.18036652,3,Rural,206,VotoNuloDirecto,Ninguno > 50%,198
Chuquisaca,Sucre,Punilla,Escuela Punilla,4,530,47,3,11,38,9,22,0,19,138,287,94,109,0,109,490,287,490,-18.95738983,-65.37348938,3,Rural,138,PDC,Ninguno > 50%,105
Chuquisaca,Sucre,Mojotoro,Unidad Educativa La Palma,8,1546,167,17,26,107,22,21,0,53,373,786,189,335,0,335,1310,786,1310,-18.95264053,-65.12834167,3,Rural,373,PDC,Ninguno > 50%,322
Chuquisaca,Sucre,Ckacha Ckacha,Escuela José Sampa,4,552,68,7,11,28,4,15,0,6,175,314,77,102,1,103,494,314,494,-18.89184952,-65.17738342,3,Rural,175,PDC,PDC > 50%,99
Chuquisaca,Sucre,El Chaco,Unidad Educativa Luis Espinal,6,1312,103,22,26,71,13,53,0,26,290,604,138,410,0,410,1152,604,1152,-18.8959198,-65.11092377,3,Rural,410,VotoNuloDirecto,Ninguno > 50%,394
Chuquisaca,Sucre,Potolo,U. Edu. Gualberto Villarroel,10,2000,256,15,44,59,23,49,0,37,304,787,328,653,0,653,1768,787,1768,-19.01589966,-65.53340912,3,Urbano,653,VotoNuloDirecto,Ninguno > 50%,627
Chuquisaca,Sucre,Quila Quila,Unidad Educativa Quila Quila,6,1204,99,13,29,75,25,46,0,28,226,541,256,223,0,223,1020,541,1020,-19.11948967,-65.37780762,3,Rural,226,PDC,Ninguno > 50%,214
Chuquisaca,Sucre,Sucre,Colegio Junin,10,2278,48,13,137,967,6,88,0,449,160,1868,82,66,0,66,2016,1868,2016,-19.04907036,-65.25817108,1,Urbano,967,LIBRE,LIBRE > 50%,63
Chuquisaca,Sucre,Sucre,Esc. Mariscal De Ayacucho,6,1018,17,5,65,495,1,27,0,189,46,845,51,26,0,26,922,845,922,-19.0489006,-65.25534058,1,Urbano,495,LIBRE,LIBRE > 50%,25
Chuquisaca,Sucre,Sucre,Kinder San Vicente De Paul,16,3482,64,22,208,1500,2,93,0,645,298,2832,147,80,2,82,3061,2832,3061,-19.04462051,-65.25595856,1,Urbano,1500,LIBRE,LIBRE > 50%,79
Chuquisaca,Sucre,Sucre,Col. Mariano Serrano,32,7426,182,55,582,2678,9,234,0,1389,846,5975,346,297,0,297,6618,5975,6618,-19.04412079,-65.25015259,1,Urbano,2678,LIBRE,Ninguno > 50%,285
Chuquisaca,Sucre,Sucre,Unid. Educ. Jose Clemente Maurer,24,5744,319,40,236,517,26,136,0,259,1659,3192,635,1014,4,1018,4845,3192,4845,-19.08522987,-65.23693085,1,Urbano,1659,PDC,PDC > 50%,977
Chuquisaca,Sucre,Sucre,Esc. Roberto Alvarado,52,12314,388,119,732,2658,40,251,0,1275,3226,8689,871,1241,3,1244,10804,8689,10804,-19.03031921,-65.24687195,1,Urbano,3226,PDC,Ninguno > 50%,1194
Chuquisaca,Sucre,Sucre,Esc. Benjamin Guzman,12,2690,71,12,235,1069,12,108,0,425,314,2246,109,83,0,83,2438,2246,2438,-19.03900909,-65.25763702,1,Urbano,1069,LIBRE,Ninguno > 50%,80
Chuquisaca,Sucre,Sucre,Esc. La Recoleta,28,6320,142,36,569,2076,17,176,0,979,929,4924,309,373,6,379,5612,4924,5612,-19.05475044,-65.25408936,1,Urbano,2076,LIBRE,Ninguno > 50%,364
Chuquisaca,Sucre,Sucre,Salon Multifuncional El Abra,20,4742,168,38,322,785,25,136,0,472,1126,3072,435,513,0,513,4020,3072,4020,-19.06549072,-65.24472809,1,Urbano,1126,PDC,Ninguno > 50%,492
Chuquisaca,Sucre,Sucre,Esc. San Javier,34,8090,154,36,512,3091,10,255,0,1559,915,6532,354,318,0,318,7204,6532,7204,-19.04220963,-65.24427795,1,Urbano,3091,LIBRE,Ninguno > 50%,305
Chuquisaca,Sucre,Sucre,Esc. San Juanillo,48,11248,324,83,809,2784,51,327,0,1389,2510,8277,708,806,3,809,9794,8277,9794,-19.03149986,-65.25563049,1,Urbano,2784,LIBRE,Ninguno > 50%,777
Chuquisaca,Sucre,Sucre,Kinder Echeverria,10,2122,42,10,133,940,2,74,0,445,104,1750,73,55,0,55,1878,1750,1878,-19.05157089,-65.25994873,1,Urbano,940,LIBRE,LIBRE > 50%,53
Chuquisaca,Sucre,Sucre,Col. Don Bosco,16,3610,86,27,181,1574,6,85,0,660,303,2922,154,117,3,120,3196,2922,3196,-19.04809952,-65.26358795,2,Urbano,1574,LIBRE,LIBRE > 50%,115
Chuquisaca,Sucre,Sucre,Col. Sagrado Corazon,10,2102,43,18,109,890,4,42,0,387,187,1680,97,55,0,55,1832,1680,1832,-19.04587936,-65.26127625,2,Urbano,890,LIBRE,LIBRE > 50%,53
Chuquisaca,Sucre,Sucre,Kinder Municipal,16,3808,78,23,291,1435,5,97,0,577,543,3049,202,110,1,111,3362,3049,3362,-19.05075073,-65.2681427,2,Urbano,1435,LIBRE,Ninguno > 50%,107
Chuquisaca,Sucre,Sucre,Esc. Josefina Goytia,18,4338,112,30,271,1393,12,165,0,664,675,3322,253,341,0,341,3916,3322,3916,-19.05899048,-65.26051331,1,Urbano,1393,LIBRE,Ninguno > 50%,327
Chuquisaca,Sucre,Sucre,Esc. Aniceto Arce,40,9350,275,77,500,1789,54,301,0,729,2251,5976,770,934,12,946,7692,5976,7692,-19.06394005,-65.27340698,1,Urbano,2251,PDC,Ninguno > 50%,908
Chuquisaca,Sucre,Sucre,Esc. Guido Villagomez,48,11504,392,134,611,2454,80,221,0,1246,3166,8304,862,1160,0,1160,10326,8304,10326,-19.02837944,-65.28304291,2,Urbano,3166,PDC,Ninguno > 50%,1114
Chuquisaca,Sucre,Sucre,Col. Jorge Revilla,52,12272,375,105,642,3137,46,333,0,1373,2972,8983,873,1070,0,1070,10926,8983,10926,-19.02504921,-65.25858307,2,Urbano,3137,LIBRE,Ninguno > 50%,1027
Chuquisaca,Sucre,Sucre,U.E. Marcelo Quiroga Santa Cruz,46,10806,405,107,332,1510,67,243,0,641,3370,6675,1107,1630,0,1630,9412,6675,9412,-19.01755905,-65.25737,2,Urbano,3370,PDC,PDC > 50%,1565
Chuquisaca,Sucre,Sucre,U.E. Las Americas,52,12116,460,126,466,1595,71,246,0,735,3991,7690,1290,1541,1,1542,10522,7690,10522,-19.01371956,-65.25093842,2,Urbano,3991,PDC,PDC > 50%,1480
Chuquisaca,Sucre,Sucre,Col. Cardenal Maurer,18,4322,106,28,289,1733,5,116,0,743,484,3504,200,173,1,174,3878,3504,3878,-19.05323982,-65.26183319,1,Urbano,1733,LIBRE,Ninguno > 50%,167
Chuquisaca,Sucre,Sucre,Col. Emilio Hoschman,48,11420,479,122,359,1242,118,196,0,622,3673,6811,1194,1812,3,1815,9820,6811,9820,-19.00193596,-65.26699066,2,Urbano,3673,PDC,PDC > 50%,1742
Chuquisaca,Sucre,Sucre,Colegio Fe y Alegria,42,9876,221,65,728,3203,31,279,0,1402,1899,7828,593,499,0,499,8920,7828,8920,-19.03660965,-65.26714325,2,Urbano,3203,LIBRE,Ninguno > 50%,479
Chuquisaca,Sucre,Sucre,Colegio Domingo Sabio,22,5086,196,53,231,1229,25,92,0,490,1353,3669,408,415,0,415,4492,3669,4492,-19.04842949,-65.27416992,2,Urbano,1353,PDC,Ninguno > 50%,398
Chuquisaca,Sucre,Sucre,Unidad Educativa 6 de Junio,36,8378,288,86,405,1719,51,196,0,974,2011,5730,621,867,0,867,7218,5730,7218,-19.02679062,-65.26731873,2,Urbano,2011,PDC,Ninguno > 50%,832
Chuquisaca,Sucre,Sucre,U.Pedag. Mariscal Sucre,14,3044,78,19,227,1195,6,99,0,507,337,2468,148,132,0,132,2748,2468,2748,-19.03903008,-65.26093292,1,Urbano,1195,LIBRE,Ninguno > 50%,127
Chuquisaca,Sucre,Sucre,Fac. Derecho,32,7350,200,48,551,2586,17,231,0,1346,969,5948,306,314,0,314,6568,5948,6568,-19.04578018,-65.24667358,1,Urbano,2586,LIBRE,Ninguno > 50%,301
Chuquisaca,Sucre,Sucre,Col. Victorino Vega,42,9956,337,73,718,1856,51,271,0,915,2470,6691,808,1045,4,1049,8548,6691,8548,-19.04785919,-65.23779297,1,Urbano,2470,PDC,Ninguno > 50%,1007
Chuquisaca,Sucre,Sucre,Esc. Sagrada Familia,52,12344,416,100,702,2343,77,244,0,1020,3617,8519,1016,1249,0,1249,10784,8519,10784,-19.02409935,-65.24626923,1,Urbano,3617,PDC,Ninguno > 50%,1199
Chuquisaca,Sucre,Sucre,Estadium Patria,36,8586,207,71,560,2944,27,245,0,1309,1392,6755,466,441,0,441,7662,6755,7662,-19.03467941,-65.25804901,2,Urbano,2944,LIBRE,Ninguno > 50%,423
Chuquisaca,Sucre,Sucre,Esc. Angel Baspineiro,26,6132,298,57,104,409,25,133,0,136,1857,3019,739,1610,0,1610,5368,3019,5368,-19.00419044,-65.31149292,2,Urbano,1857,PDC,PDC > 50%,1546
Chuquisaca,Sucre,Sucre,Campo Deportivo 20 de Octubre,14,2974,99,23,132,704,22,73,0,299,798,2150,233,265,0,265,2648,2150,2648,-19.02428055,-65.28405762,2,Urbano,798,PDC,Ninguno > 50%,254
Chuquisaca,Sucre,Sucre,Unid. Educativa Victoria Diez,54,12538,667,99,234,977,60,195,0,396,3702,6330,1538,2988,0,2988,10856,6330,10856,-19.00942039,-65.30587769,2,Urbano,3702,PDC,PDC > 50%,2868
Chuquisaca,Sucre,Sucre,Seminario Teologico Del Sur,28,6450,150,63,395,1716,23,149,0,802,1580,4878,420,446,0,446,5744,4878,5744,-19.03237915,-65.25377655,1,Urbano,1716,LIBRE,Ninguno > 50%,428
Chuquisaca,Sucre,Sucre,U.E. Cristina Aitken de Gutierrez,16,3698,92,27,242,1349,8,100,0,596,483,2897,224,249,0,249,3370,2897,3370,-19.04117966,-65.2385788,1,Urbano,1349,LIBRE,Ninguno > 50%,239
Chuquisaca,Sucre,Sucre,Fundacion Pachamama,10,2102,39,20,104,802,7,54,0,322,297,1645,109,78,0,78,1832,1645,1832,-19.04060936,-65.26763153,2,Urbano,802,LIBRE,Ninguno > 50%,75
Chuquisaca,Sucre,Sucre,Jardín De Niños San Lázaro,10,2244,63,11,187,720,5,58,0,383,320,1747,127,100,0,100,1974,1747,1974,-19.05093002,-65.25007629,1,Urbano,720,LIBRE,Ninguno > 50%,96
Chuquisaca,Sucre,Sucre,Kinder Gerardo Vaca Guzman,8,1488,32,10,79,626,3,37,0,220,146,1153,70,55,0,55,1278,1153,1278,-19.04273987,-65.26248169,2,Urbano,626,LIBRE,LIBRE > 50%,53
Chuquisaca,Sucre,Sucre,Unidad Educativa Alegría,22,5198,348,32,90,268,53,77,0,123,1499,2490,680,1312,0,1312,4482,2490,4482,-18.9906292,-65.27406311,2,Urbano,1499,PDC,PDC > 50%,1260
Chuquisaca,Sucre,Sucre,Salon Mult. Alto Loyola,14,3126,91,36,140,586,27,63,0,259,938,2140,296,296,0,296,2732,2140,2732,-19.02565956,-65.25173187,2,Urbano,938,PDC,Ninguno > 50%,284
Chuquisaca,Sucre,Sucre,Facultad de Tecnología,36,8218,206,70,639,2986,21,240,0,1343,1080,6585,342,303,8,311,7238,6585,7238,-19.04060936,-65.25701904,1,Urbano,2986,LIBRE,Ninguno > 50%,299
Chuquisaca,Sucre,Sucre,Kinder Serrano,6,1258,39,9,97,465,2,33,0,213,187,1045,61,50,0,50,1156,1045,1156,-19.04422951,-65.24963379,1,Urbano,465,LIBRE,Ninguno > 50%,48
